부스명,대표자,위치,위치(열),위치(번호),반부스,부스,대표 작품(원작),그 외 다루는 작품,쁘띠존,캐릭터,커플링,커플링 성향,그 외 커플링,매체,트위터,링크,행사명,개최일,대표 작품(원작)_원본
검은 새벽,김래곤,,,,,2sp,,,,,,,,,,https://dongne.co/event/df2604/circles/603363,제33회 디. 페스타 (토요일),Day1,
게게괴의 란타로,시티갸오엠엠뽤,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,"게게게의키타로, 닌자보이란타로",,,,,,,ppwal_nu,https://dongne.co/event/df2604/circles/613393,제33회 디. 페스타 (토요일),Day1,괴담출근
결속된 급조력,ecyce,,,,,2sp,"유희왕 원작, 5D's",,,"무토 유우기, 어둠의 유우기",,,,만화,dueltildie,https://dongne.co/event/df2604/circles/599978,제33회 디. 페스타 (토요일),Day1,"유희왕 원작, 5D's"
결혼한다니칸유?,HN,,,,,2sp,명탐정 코난,,,"야마토 칸스케, 우에하라 유이",,로맨틱,,,hn_ynm,https://dongne.co/event/df2604/circles/612623,제33회 디. 페스타 (토요일),Day1,명탐정 코난
결혼해,흰,,,,,2sp,블루록,괴담출근,나기이사 쁘띠존,"나기, 이사기",나기 세이시로X이사기 요이치,로맨틱,제이솔음,만화,huin_love,https://dongne.co/event/df2604/circles/597320,제33회 디. 페스타 (토요일),Day1,블루록
경찰과범죄자,AK,,,,,2sp,명탐정 코난,오오에,,,,,,,0o0e0a,https://dongne.co/event/df2604/circles/614837,제33회 디. 페스타 (토요일),Day1,코난
경찰차는 사랑을 싣고,릿하,,,,,1sp,트랜스포머,,트랜스포머 쁘띠존,"프라울, 재즈",,,,만화,180x178,https://dongne.co/event/df2604/circles/600996,제33회 디. 페스타 (토요일),Day1,트랜스포머
경찰청쇠창살은외철창살,나로,,,,,2sp,서브 남주가 파업하면 생기는 일,,,"정예서, 세드리크",세드리크 리에스테르X정예서,로맨틱,,"만화,일러스트,공예",naro_akam,https://dongne.co/event/df2604/circles/600527,제33회 디. 페스타 (토요일),Day1,서브남주가 파업하면 생기는 일
고게랜드,"오탑, 라라",,,,,2sp,주술회전,,,"고죠 사토루, 게토 스구루",고죠 사토루X게토 스구루,로맨틱,,"만화,일러스트","otav_572, goge_lara572",https://dongne.co/event/df2604/circles/598151,제33회 디. 페스타 (토요일),Day1,주술회전
고바야시러버스클럽,노른자,,,,,1sp,가라오케 가자!,"패밀리레스토랑 가자, 여학교의 별, 빠졌어 너에게, 슬램덩크",,"고바야시, 사토미, 쿄지",,,,"만화,일러스트",noreunza_,https://dongne.co/event/df2604/circles/600718,제33회 디. 페스타 (토요일),Day1,가라오케 가자!
고생 끝에 낙잇 온다,히유,,,,,2sp,블루록,없음,나기이사 쁘띠존,,,로맨틱,없음,일러스트,hiiu_hiiu,https://dongne.co/event/df2604/circles/599551,제33회 디. 페스타 (토요일),Day1,블루록
고서점가의 오오오오에C,비탄,,,,,1sp,"고서점가의 하시히메, 우우울트라C, LKYT, 페르소나5",오오에,,,,,,,bbt048,https://dongne.co/event/df2604/circles/601647,제33회 디. 페스타 (토요일),Day1,"고서점가의 하시히메, 우우울트라C, LKYT, 페르소나5"
"고양이구름,토리냥",김남선(gogo),,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,프리렌,,"김솔음,이자헌,최요원,류재관,j3, 게롱,브라운,착한친구, 용용이,이성해,백사헌,프리렌,페른,슈타르크",,,,"일러스트,기타,조형",qtcat_cc,https://dongne.co/event/df2604/circles/600008,제33회 디. 페스타 (토요일),Day1,괴담출근
고양이는참치를좋아해,참콩,,,,,2sp,윈드브레이커,닌자보이 란타로,,"우메미야 하지메, 사쿠라 하루카",우메미야 하지메X사쿠라 하루카,로맨틱,"히이라기 토마x사코 코타, 하치야 사부로X후와 라이조",만화,mega_chamchi,https://dongne.co/event/df2604/circles/597624,제33회 디. 페스타 (토요일),Day1,윈드브레이커
고양이도 먹을 수 있는 토마토레시피,k,,,,,2sp,윈드브레이커,,,,우메미야X사쿠라,,,"만화,일러스트,소설",,https://dongne.co/event/df2604/circles/595578,제33회 디. 페스타 (토요일),Day1,윈드브레이커
고양이를 오른쪽으로,치이즈,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,"최요원, 김솔음",최요원X김솔음,"로맨틱,섹슈얼",,소설,pllilive,https://dongne.co/event/df2604/circles/614357,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야하는구나
고양이집,섬,,,,,2sp,"윈드브레이커, 도쿄리벤저스",,,,우메미야X사쿠라,로맨틱,토라후유,"만화,소설",0sum_w,https://dongne.co/event/df2604/circles/612767,제33회 디. 페스타 (토요일),Day1,"윈드브레이커, 도쿄리벤저스"
고작 재판 하나 가지고 내가 이러고 있다,잠칸,,,,,2sp,역전재판," 86(에이티식스), 명탐정코난",,"오도로키 호스케, 블라디레나밀리제, 진",가류쿄야X오도로키호스케,로맨틱,"신에이x레나, 진x스카치",만화,_gaesamsoong,https://dongne.co/event/df2604/circles/603333,제33회 디. 페스타 (토요일),Day1,역전재판
골드패밀리 골드 순금제품,모귯,,,,,1sp,우마무스메,,,드림저니,스테이골드X드림저니,로맨틱,,만화,mal_love_t,https://dongne.co/event/df2604/circles/611747,제33회 디. 페스타 (토요일),Day1,우마무스메
골렘은 퇴근을 못 하죠 지구인도 퇴근울 못 해요 이게 우연일까요,마,,,,,2sp,블루 자이언트,"이세계 착각 헌터, 괴담출근",,,,,,"만화,일러스트",,https://dongne.co/event/df2604/circles/612440,제33회 디. 페스타 (토요일),Day1,블루 자이언트
곰돌실업,곰돌실업 뜨개사업부,,,,,1sp,,,,,,,,공예,gdsu_crochet,https://dongne.co/event/df2604/circles/600167,제33회 디. 페스타 (토요일),Day1,
공멸의 부스,반닌반개,,,,,1sp,닌타마 란타로,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""","케마 토메사부로, 젠포우지 이사쿠, 6학년, 5학년",케마 토메사부로X젠포우지 이사쿠,로맨틱,,"소설,공예","_ntki_rh, pureun_ninnin",https://dongne.co/event/df2604/circles/609491,제33회 디. 페스타 (토요일),Day1,닌타마 란타로
공방 프리즘,리즈,,,,,1sp,"괴담에 떨어져도 출근을 해야 하는구나, 블랙배저","파이널판타지14, 플레이브",,,,,,공예,,https://dongne.co/event/df2604/circles/597335,제33회 디. 페스타 (토요일),Day1,"괴담에 떨어져도 출근을 해야 하는구나, 블랙배저"
공항에 사람이 갇혔어요.,"태성,24",,,,,2sp,주술회전,,,,고죠 사토루X게토 스구루,로맨틱,,"만화,소설","taeseon63877, 2424wkr",https://dongne.co/event/df2604/circles/595204,제33회 디. 페스타 (토요일),Day1,주술회전
과연 신간이 나올 수 있을까요,리빙,,,,,1sp,드래곤볼,,,"피콜로, 손오반",,,,만화,nsiring,https://dongne.co/event/df2604/circles/606286,제33회 디. 페스타 (토요일),Day1,드래곤볼
과즙 팡팡,쥬스,,,,,1sp,미라큘러스: 레이디버그와 블랙캣,,,"레이디버그, 마리네뜨, 아드리앙, 블랙캣",아드리앙X마리네뜨,로맨틱,,만화,juice_hobby,https://dongne.co/event/df2604/circles/616821,제33회 디. 페스타 (토요일),Day1,미라큘러스: 레이디버그와 블랙캣
관심좀주이소,6지,,,,,2sp,가비지타임,,,,박병찬X기상호,"로맨틱,섹슈얼",,"만화,기타",jnzxex,https://dongne.co/event/df2604/circles/614166,제33회 디. 페스타 (토요일),Day1,가비지타임
괴담,흑당,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,.,,NCP 최요원 김솔음,,,,,hy830207,https://dongne.co/event/df2604/circles/595852,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근은 해야하는 구나
괴담 비빔밥,고고미,,,,,4sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,"만화,일러스트,소설,기타",gogomi_99,https://dongne.co/event/df2604/circles/595446,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야 하는구나
괴담 연구 동맹,일기,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,슬램덩크,,"김솔음, 브라운, 최요원, 류재관",,,,"일러스트,공예",ilgi_story,https://dongne.co/event/df2604/circles/600482,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야 하는구나
괴담냠냠,핌피,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,"김솔음 , 이자헌 , 백사헌 , J3 (제이) , 장허운 , 브라운 , 최요원 , 류재관 , 호유원",최요원X김솔음,로맨틱,,"만화,일러스트",pimpibone,https://dongne.co/event/df2604/circles/605778,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야 하는구나
괴담보다 담걸림,뭉구,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,"김솔음, 최요원, 류재관",,,,,moongguyam,https://dongne.co/event/df2604/circles/599906,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야 하는구나
괴담에 떨어져도 덕질을 해야 하는구나,오이리,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,,,"최요원, 김솔음",,"섹슈얼,로맨틱",,"소설,일러스트",oiri_0706,https://dongne.co/event/df2604/circles/599629,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근을 해야 하는구나
괴담에 출근해도 문스독을 뛰어야 하는구나,시프림,,,,,1sp,괴담에 떨어져도 출근을 해야 하는구나,문스독,,"김솔음+a (현무1팀&D조 등) / 다자이 오사무, 나카하라 츄야 (쌍흑)",나카하라 츄야X다자이 오사무,해당없음,,일러스트,nanta_cream,https://dongne.co/event/df2604/circles/596106,제33회 디. 페스타 (토요일),Day1,괴담출근
괴담에떨어졌는데런닝못하면죽는병걸려서s급농구선수가됨,바햄,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,"가비지타임, 테일즈런너 , 데못죽 , 내스급",,,,로맨틱,한유현 x 한유진,,bahammh,https://dongne.co/event/df2604/circles/613907,제33회 디. 페스타 (토요일),Day1,괴담출근
괴출을 다시하게 되는구나,효기,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,소설,kkhhyo,https://dongne.co/event/df2604/circles/609960,제33회 디. 페스타 (토요일),Day1,괴담출근
교룽만두,룽,,,,,2sp,프로젝트 세카이,"명일방주, 우마무스메",,"시노노메 아키토, 아즈사와 코하네",시노노메 아키토X아즈사와 코하네,"로맨틱,섹슈얼","텍라플, 나카조던","만화,일러스트,기타",ro22ng,https://dongne.co/event/df2604/circles/599942,제33회 디. 페스타 (토요일),Day1,프로젝트 세카이
구름,구름,,,,,2sp,괴수8호,,,,,,,,,https://dongne.co/event/df2604/circles/611375,제33회 디. 페스타 (토요일),Day1,괴수8호
구멍 가게,사약,,,,,2sp,원피스,"포켓몬스터,동물의 숲",,,,"로맨틱,섹슈얼",,,sayakdrinking,https://dongne.co/event/df2604/circles/602122,제33회 디. 페스타 (토요일),Day1,원피스
국가공인 헌터 연어마켓,"서핑,판사",,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,"이착헌, 데못죽",,,,,,,,https://dongne.co/event/df2604/circles/596845,제33회 디. 페스타 (토요일),Day1,괴담출근
국지재해,mocha,,,,,2sp,트라이건,,,"울프우드, 밧슈",,"로맨틱,섹슈얼",,"만화,소설",cmslash,https://dongne.co/event/df2604/circles/595385,제33회 디. 페스타 (토요일),Day1,트라이건
귀여워도 출근을 해야 하는구나,용사,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,,,,,,,일러스트,04_0iv,https://dongne.co/event/df2604/circles/598855,제33회 디. 페스타 (토요일),Day1,괴담출근
그냥친구끼리하는부스,정당구리,,,,,2sp,문과라도 안 죄송한 이세계로 감,"스타듀밸리, 테라리아",,,,,,일러스트,daaanguri,https://dongne.co/event/df2604/circles/610511,제33회 디. 페스타 (토요일),Day1,문과라도 안죄송한 이세계로 감
그라시아스,쥑끄덩,,,,,1sp,,"프리파라, 아이카츠, 프리즘스톤, 원피스, 소울이터, 보컬로이드, 페르소나",,,,,,일러스트,m0us2_,https://dongne.co/event/df2604/circles/610897,제33회 디. 페스타 (토요일),Day1,
그래서 30일 동안 뭐 했는데?,熊,,,,,2sp,죠죠의 기묘한 모험,,,,시저 체페리X죠셉 죠스타,"로맨틱,섹슈얼",,"만화,소설",cj19390128,https://dongne.co/event/df2604/circles/598944,제33회 디. 페스타 (토요일),Day1,죠죠의 기묘한 모험
그런데 그때 래퍼가 나타났다...,"셀레스틴, 엑스트라A",,,,,1sp,"닌타마 란타로,히프노시스마이크",블리치,,,,,,,,https://dongne.co/event/df2604/circles/612798,제33회 디. 페스타 (토요일),Day1,"닌타마 란타로,히프노시스마이크"
금속모기 생태연구소,J.J,,,,,2sp,트랜스포머,,트랜스포머 쁘띠존,,,,,"만화,일러스트,소설,기타",j_jpaw,https://dongne.co/event/df2604/circles/602395,제33회 디. 페스타 (토요일),Day1,트랜스포머
급구! 지엔디아 구할 모험가 모집,0월,,,,,2sp,라테일,도쿄에일리언즈,,,,,,"소설,만화",hyw_luna,https://dongne.co/event/df2604/circles/600476,제33회 디. 페스타 (토요일),Day1,라테일
기기고가각,갱님,,,,,2sp,트랜스포머,"트포프, 트포원, 트랜스포머 어스스파크",트랜스포머 쁘띠존,메가트론 옵티머스 휠잭 라쳇,메가트론X옵티머스,"해당없음,로맨틱","휠라, 올캐러","만화,일러스트,사진",roddid96,https://dongne.co/event/df2604/circles/598124,제33회 디. 페스타 (토요일),Day1,트랜스포머
기려야아..,사랑,,,,,2sp,이세계 착각 헌터,괴담출근,,"정하성, 김기려, 레밍",정하성X김기려,로맨틱,재관솔음,"기타,공예",lululu000012,https://dongne.co/event/df2604/circles/615374,제33회 디. 페스타 (토요일),Day1,이세계 착각 헌터
기려하성 부흥위원회,현,,,,,1sp,이세계 착각 헌터,,,"김기려, 정하성",김기려X정하성,"로맨틱,섹슈얼",,소설,hyun_2d,https://dongne.co/event/df2604/circles/599428,제33회 디. 페스타 (토요일),Day1,이세계 착각 헌터
기묘한 괴담에 떨어져도 스탠드 술사는 출근해야하는 구나,호담,,,,,2sp,괴담에 떨어져도 출근을 해야 하는구나,죠죠의기묘한모험,,,,,,"공예,만화,일러스트",hodam_cc,https://dongne.co/event/df2604/circles/605647,제33회 디. 페스타 (토요일),Day1,괴담에 떨어져도 출근은 해야하는 구나
기사x메이드 저요 제발 제가 아니면 안돼요,빰도,,,,,1sp,프로젝트 세카이,,,,,로맨틱,,만화,bamdo_sekai,https://dongne.co/event/df2604/circles/596575,제33회 디. 페스타 (토요일),Day1,프로젝트세카이
기억난 리도이의 단,낭독,,,,,1sp,닌자보이 란타로,,"닌타마 쁘띠존 : 인술학원 혜성제 ""입학시험의 단!""",,,"로맨틱,섹슈얼",,,nang_dog,https://dongne.co/event/df2604/circles/610640,제33회 디. 페스타 (토요일),Day1,닌자보이 란타로
기죽지말고 즐겨~,폭스,,,,,1sp,사카모토데이즈,"슬램덩크,히로아카",,"사카데이-아사쿠라 신 위주 cp(나구신/나츠신/마후신등 신른),ncp, 슬램덩크-정대만, 히로아카-바쿠고 위주",,,,일러스트,foxda25,https://dongne.co/event/df2604/circles/609137,제33회 디. 페스타 (토요일),Day1,사카모토데이즈
김치찌개,하현,,,,,2sp,가비지타임,,,"성준수, 기상호",성준수X기상호,로맨틱,,소설,hotclare0987,https://dongne.co/event/df2604/circles/601788,제33회 디. 페스타 (토요일),Day1,가비지타임
김훙떠닝! 저의 김훙떠닝!,사마,,,,,2sp,이세계 착각 헌터,,,,정하성X김기려,"로맨틱,섹슈얼",창호기려,만화,sm5927602,https://dongne.co/event/df2604/circles/601232,제33회 디. 페스타 (토요일),Day1,이세계 착각 헌터
까마귀둥지,로제,,,,,2sp,,,,,,,,,,https://dongne.co/event/df2604/circles/601659,제33회 디. 페스타 (토요일),Day1,
까막북,유진,,,,,2sp,,,,,,,,,_pauluu,https://dongne.co/event/df2604/circles/601585,제33회 디. 페스타 (토요일),Day1,
깜고와 파랑돌고래,BB,,,,,1sp,플레이브,,,,,,,,,https://dongne.co/event/df2604/circles/612253,제33회 디. 페스타 (토요일),Day1,플레이브
깜식랜드,구모,,,,,2sp,가비지타임,"나루토, 발더스게이트3",,,,,,,gum0o0,https://dongne.co/event/df2604/circles/600198,제33회 디. 페스타 (토요일),Day1,가비지타임
꽃밭탑꾸,제이빈,,,,,2sp,,,,,,,,공예,j_bin1229,https://dongne.co/event/df2604/circles/598306,제33회 디. 페스타 (토요일),Day1,
꽈당큐,꼬포리,,,,,2sp,원신,스타레일,,벤티,,"섹슈얼,로맨틱",,"일러스트,만화",koboli03,https://dongne.co/event/df2604/circles/602558,제33회 디. 페스타 (토요일),Day1,원신
꾸루룩깡총의 마감탕탕쇼,산땍,,,,,2sp,"가정교사 히트맨 리본 , 명탐정 코난",,,,,,,"만화,일러스트",,https://dongne.co/event/df2604/circles/602899,제33회 디. 페스타 (토요일),Day1,"가정교사 히트맨 리본 , 명탐정 코난"
꾸메드림,지벨,,,,,1sp,DC 코믹스 - 슈퍼선즈,,,존 켄트/데미안 웨인,존X데미안,,,,04070303,https://dongne.co/event/df2604/circles/595242,제33회 디. 페스타 (토요일),Day1,DC코믹스 슈퍼선즈
꿈의 레시피,랴,,,,,2sp,,,,,,,,일러스트,lia___s2,https://dongne.co/event/df2604/circles/596062,제33회 디. 페스타 (토요일),Day1,
꿈팔아요~꿈!,길몽,,,,,1sp,,,,,,,,"만화,일러스트",drawzr,https://dongne.co/event/df2604/circles/602027,제33회 디. 페스타 (토요일),Day1,
나가노 도원결의 추진 위원회,"고도, 연화, 재준",,,,,2sp,명탐정 코난,,,"야마토 칸스케, 우에하라 유이, 모로후시 타카아키",,,,,"kakt4wo, yh_dtc, zzae00",https://dongne.co/event/df2604/circles/595758,제33회 디. 페스타 (토요일),Day1,명탐정 코난
